room,npc,str,ptrFieldAddr,textAddr
69,0,0,0x1cc9da,0x1cc9dc
69,1,0,0x1cca98,0x1cca9c
69,1,1,0x1cca9a,0x1ccb22
70,0,0,0x1cc9da,0x1cc9dc
70,1,0,0x1cca98,0x1cca9c
70,1,1,0x1cca9a,0x1ccb22
71,0,0,0x1ccb64,0x1ccb66
71,1,0,0x1ccc04,0x1ccc06
71,2,0,0x1ccca8,0x1cccaa
71,3,0,0x1ccd6a,0x1ccd6c
71,4,0,0x1ccdd4,0x1ccdd6
71,5,0,0x1cce6a,0x1cce6c
71,6,0,0x1ccef4,0x1ccef8
71,6,1,0x1ccef6,0x1ccf6e
71,7,0,0x1ccfa2,0x1ccfa6
71,7,1,0x1ccfa4,0x1ccff2
71,8,0,0x1cd046,0x1cd04a
71,8,1,0x1cd048,0x1cd0ee
71,9,0,0x1cd12e,0x1cd132
71,9,1,0x1cd130,0x1cd17c
71,10,0,0x1cd1a8,0x1cd1ac
71,10,1,0x1cd1aa,0x1cd264
71,11,0,0x1cd2da,0x1cd2de
71,11,1,0x1cd2dc,0x1cd36e
71,12,0,0x1cd402,0x1cd406
71,12,1,0x1cd404,0x1cd4f2
71,13,0,0x1cd52e,0x1cd530
72,0,0,0x1cd58e,0x1cd598
72,0,1,0x1cd590,0x1cd604
72,0,2,0x1cd592,0x1cd6ca
72,0,3,0x1cd594,0x1cd6f8
72,0,4,0x1cd596,0x1cd816
73,0,0,0x1cd83e,0x1cd842
73,0,1,0x1cd840,0x1cd886
73,1,0,0x1cd8ba,0x1cd8bc
74,0,0,0x1cd98e,0x1cd990
74,1,0,0x1cd9ce,0x1cd9d4
74,1,1,0x1cd9d0,0x1cda18
74,1,2,0x1cd9d2,0x1cdada
75,0,0,0x1cdb1e,0x1cdb20
76,0,0,0x1cdc7e,0x1cdc82
76,0,1,0x1cdc80,0x1cddb8
76,1,0,0x1cdddc,0x1cdde0
76,1,1,0x1cddde,0x1cde84
76,2,0,0x1cdedc,0x1cdede
77,0,0,0x1cdf7a,0x1cdf88
77,0,1,0x1cdf7c,0x1ce01a
77,0,2,0x1cdf7e,0x1ce094
77,0,3,0x1cdf80,0x1ce102
77,0,4,0x1cdf82,0x1ce136
77,0,5,0x1cdf84,0x1ce164
77,0,6,0x1cdf86,0x1ce1dc
77,1,0,0x1ce21e,0x1ce220
77,2,0,0x1ce2a0,0x1ce2a4
77,2,1,0x1ce2a2,0x1ce2de
77,3,0,0x1ce36a,0x1ce36e
77,3,1,0x1ce36c,0x1ce3c4
77,4,0,0x1ce406,0x1ce408
78,0,0,0x1ce438,0x1ce43a
79,0,0,0x1ce4e4,0x1ce4ec
79,0,1,0x1ce4e6,0x1ce574
79,0,2,0x1ce4e8,0x1ce5f0
79,0,3,0x1ce4ea,0x1ce63a
79,1,0,0x1ce682,0x1ce68c
79,1,1,0x1ce684,0x1ce6a8
79,1,2,0x1ce686,0x1ce768
79,1,3,0x1ce688,0x1ce7d0
79,1,4,0x1ce68a,0x1ce8a4
79,2,0,0x1ce954,0x1ce958
79,2,1,0x1ce956,0x1ce9b8
79,3,0,0x1cea28,0x1cea2c
79,3,1,0x1cea2a,0x1cea74
79,4,0,0x1cead0,0x1cead4
79,4,1,0x1cead2,0x1ceb88
80,0,0,0x1cec18,0x1cec1c
80,0,1,0x1cec1a,0x1cec64
81,0,0,0x1cecfc,0x1cecfe
82,0,0,0x1ced50,0x1ced54
82,0,1,0x1ced52,0x1ced8a
82,1,0,0x1cedc4,0x1cedcc
82,1,1,0x1cedc6,0x1cee06
82,1,2,0x1cedc8,0x1cee7c
82,1,3,0x1cedca,0x1cef0a
82,2,0,0x1cef96,0x1cef98
83,0,0,0x1cefce,0x1cefd2
83,0,1,0x1cefd0,0x1cf000
84,0,0,0x1cf068,0x1cf06c
84,0,1,0x1cf06a,0x1cf0a8
84,1,0,0x1cf160,0x1cf162
85,0,0,0x1cf222,0x1cf224
85,1,0,0x1cf260,0x1cf262
85,2,0,0x1cf2a4,0x1cf2a6
86,0,0,0x1cf2f6,0x1cf2fa
86,0,1,0x1cf2f8,0x1cf330
86,1,0,0x1cf378,0x1cf37c
86,1,1,0x1cf37a,0x1cf3d8
86,2,0,0x1cf442,0x1cf444
86,3,0,0x1cf486,0x1cf488
86,4,0,0x1cf4dc,0x1cf4e0
86,4,1,0x1cf4de,0x1cf512
86,5,0,0x1cf58c,0x1cf590
86,5,1,0x1cf58e,0x1cf5de
86,6,0,0x1cf660,0x1cf662
86,7,0,0x1cf690,0x1cf692
86,8,0,0x1cf6ce,0x1cf6d0
87,0,0,0x1cf702,0x1cf708
87,0,1,0x1cf704,0x1cf75e
87,0,2,0x1cf706,0x1cf78e
88,0,0,0x1cf7e0,0x1cf7e6
88,0,1,0x1cf7e2,0x1cf80a
88,0,2,0x1cf7e4,0x1cf84a
88,1,0,0x1cf8ba,0x1cf8c0
88,1,1,0x1cf8bc,0x1cf92c
88,1,2,0x1cf8be,0x1cf96c
88,2,0,0x1cf9b8,0x1cf9be
88,2,1,0x1cf9ba,0x1cfa06
88,2,2,0x1cf9bc,0x1cfa44
88,3,0,0x1cfa6e,0x1cfa74
88,3,1,0x1cfa70,0x1cfab0
88,3,2,0x1cfa72,0x1cfaec
88,4,0,0x1cfb40,0x1cfb44
88,4,1,0x1cfb42,0x1cfbec
88,5,0,0x1cfc72,0x1cfc74
89,0,0,0x1cfcf8,0x1cfcfc
89,0,1,0x1cfcfa,0x1cfd6c
90,0,0,0x1cfdd6,0x1cfdd8
90,1,0,0x1cfe22,0x1cfe24
90,2,0,0x1cfe52,0x1cfe54
90,3,0,0x1cfea4,0x1cfea6
90,4,0,0x1cfeea,0x1cfeec
90,5,0,0x1cff30,0x1cff34
90,5,1,0x1cff32,0x1cff7e
90,6,0,0x1cffc8,0x1cffcc
90,6,1,0x1cffca,0x1d0062
90,7,0,0x1d00ac,0x1d00b2
90,7,1,0x1d00ae,0x1d012e
90,7,2,0x1d00b0,0x1d01c6
90,8,0,0x1d0210,0x1d0218
90,8,1,0x1d0212,0x1d02c0
90,8,2,0x1d0214,0x1d030a
90,8,3,0x1d0216,0x1d033a
90,9,0,0x1d0384,0x1d0386
90,10,0,0x1d03cc,0x1d03ce
91,0,0,0x1d0426,0x1d0438
91,0,1,0x1d0428,0x1d04c4
91,0,2,0x1d042a,0x1d0560
91,0,3,0x1d042c,0x1d064c
91,0,4,0x1d042e,0x1d079c
91,0,5,0x1d0430,0x1d094a
91,0,6,0x1d0432,0x1d09d0
91,0,7,0x1d0434,0x1d0a5c
91,0,8,0x1d0436,0x1d0a90
91,1,0,0x1d0aea,0x1d0af0
91,1,1,0x1d0aec,0x1d0b10
91,1,2,0x1d0aee,0x1d0b38
91,2,0,0x1d0bba,0x1d0bbc
91,3,0,0x1d0bf2,0x1d0bf4
91,4,0,0x1d0c20,0x1d0c22
91,5,0,0x1d0c6e,0x1d0c70
91,6,0,0x1d0cc4,0x1d0cc6
92,0,0,0x1d0426,0x1d0438
92,0,1,0x1d0428,0x1d04c4
92,0,2,0x1d042a,0x1d0560
92,0,3,0x1d042c,0x1d064c
92,0,4,0x1d042e,0x1d079c
92,0,5,0x1d0430,0x1d094a
92,0,6,0x1d0432,0x1d09d0
92,0,7,0x1d0434,0x1d0a5c
92,0,8,0x1d0436,0x1d0a90
92,1,0,0x1d0aea,0x1d0af0
92,1,1,0x1d0aec,0x1d0b10
92,1,2,0x1d0aee,0x1d0b38
92,2,0,0x1d0bba,0x1d0bbc
92,3,0,0x1d0bf2,0x1d0bf4
92,4,0,0x1d0c20,0x1d0c22
92,5,0,0x1d0c6e,0x1d0c70
92,6,0,0x1d0cc4,0x1d0cc6
93,0,0,0x1d0d22,0x1d0d30
93,0,1,0x1d0d24,0x1d0d54
93,0,2,0x1d0d26,0x1d0daa
93,0,3,0x1d0d28,0x1d0e82
93,0,4,0x1d0d2a,0x1d0ee8
93,0,5,0x1d0d2c,0x1d0f8a
93,0,6,0x1d0d2e,0x1d1024
94,0,0,0x1d0d22,0x1d0d30
94,0,1,0x1d0d24,0x1d0d54
94,0,2,0x1d0d26,0x1d0daa
94,0,3,0x1d0d28,0x1d0e82
94,0,4,0x1d0d2a,0x1d0ee8
94,0,5,0x1d0d2c,0x1d0f8a
94,0,6,0x1d0d2e,0x1d1024
95,0,0,0x1d1078,0x1d107a
95,1,0,0x1d1080,0x1d1082
96,0,0,0x1d108a,0x1d1092
96,0,1,0x1d108c,0x1d11de
96,0,2,0x1d108e,0x1d12d0
96,0,3,0x1d1090,0x1d1394
97,0,0,0x1d13d0,0x1d13d6
97,0,1,0x1d13d2,0x1d145e
97,0,2,0x1d13d4,0x1d14de
97,1,0,0x1d14fe,0x1d1504
97,1,1,0x1d1500,0x1d158a
97,1,2,0x1d1502,0x1d1620
97,2,0,0x1d1686,0x1d1688
97,3,0,0x1d1704,0x1d1706
98,0,0,0x1d1796,0x1d17b2
98,0,1,0x1d1798,0x1d17d4
98,0,2,0x1d179a,0x1d1856
98,0,3,0x1d179c,0x1d18e8
98,0,4,0x1d179e,0x1d18fe
98,0,5,0x1d17a0,0x1d1928
98,0,6,0x1d17a2,0x1d193e
98,0,7,0x1d17a4,0x1d1978
98,0,8,0x1d17a6,0x1d19c0
98,0,9,0x1d17a8,0x1d19fe
98,0,10,0x1d17aa,0x1d1a4a
98,0,11,0x1d17ac,0x1d1a54
98,0,12,0x1d17ae,0x1d1a78
98,0,13,0x1d17b0,0x1d1ae2
99,0,0,0x1d1b46,0x1d1b50
99,0,1,0x1d1b48,0x1d1bda
99,0,2,0x1d1b4a,0x1d1be0
99,0,3,0x1d1b4c,0x1d1c66
99,0,4,0x1d1b4e,0x1d1cb8
99,1,0,0x1d1d4a,0x1d1d4c
100,0,0,0x1d1d9c,0x1d1dba
100,0,1,0x1d1d9e,0x1d1e50
100,0,2,0x1d1da0,0x1d1efe
100,0,3,0x1d1da2,0x1d1f4e
100,0,4,0x1d1da4,0x1d1f94
100,0,5,0x1d1da6,0x1d1fd0
100,0,6,0x1d1da8,0x1d201c
100,0,7,0x1d1daa,0x1d2056
100,0,8,0x1d1dac,0x1d2096
100,0,9,0x1d1dae,0x1d215a
100,0,10,0x1d1db0,0x1d21c4
100,0,11,0x1d1db2,0x1d220e
100,0,12,0x1d1db4,0x1d2248
100,0,13,0x1d1db6,0x1d2292
100,0,14,0x1d1db8,0x1d22d0
100,1,0,0x1d22f4,0x1d22f6
100,2,0,0x1d233e,0x1d2340
100,3,0,0x1d23be,0x1d23c0
101,0,0,0x1d2426,0x1d2430
101,0,1,0x1d2428,0x1d24b2
101,0,2,0x1d242a,0x1d24b8
101,0,3,0x1d242c,0x1d2530
101,0,4,0x1d242e,0x1d257c
101,1,0,0x1d25c6,0x1d25ce
101,1,1,0x1d25c8,0x1d25e6
101,1,2,0x1d25ca,0x1d2634
101,1,3,0x1d25cc,0x1d2686
101,2,0,0x1d26f4,0x1d26fc
101,2,1,0x1d26f6,0x1d2730
101,2,2,0x1d26f8,0x1d2736
101,2,3,0x1d26fa,0x1d277c
101,3,0,0x1d27b4,0x1d27b6
101,4,0,0x1d27e8,0x1d27ea
101,5,0,0x1d2922,0x1d2926
101,5,1,0x1d2924,0x1d2946
102,0,0,0x1d2970,0x1d2972
102,1,0,0x1d29c4,0x1d29c6
103,0,0,0x1d2970,0x1d2972
103,1,0,0x1d29c4,0x1d29c6
104,0,0,0x1d2970,0x1d2972
104,1,0,0x1d29c4,0x1d29c6
105,0,0,0x1d2970,0x1d2972
105,1,0,0x1d29c4,0x1d29c6
106,0,0,0x1d2970,0x1d2972
106,1,0,0x1d29c4,0x1d29c6
107,0,0,0x1d2970,0x1d2972
107,1,0,0x1d29c4,0x1d29c6
108,0,0,0x1d2970,0x1d2972
108,1,0,0x1d29c4,0x1d29c6
109,0,0,0x1d2970,0x1d2972
109,1,0,0x1d29c4,0x1d29c6
110,0,0,0x1d2970,0x1d2972
110,1,0,0x1d29c4,0x1d29c6
111,0,0,0x1d2970,0x1d2972
111,1,0,0x1d29c4,0x1d29c6
112,0,0,0x1d2970,0x1d2972
112,1,0,0x1d29c4,0x1d29c6
113,0,0,0x1d2970,0x1d2972
113,1,0,0x1d29c4,0x1d29c6
114,0,0,0x1d2a7e,0x1d2a8e
114,0,1,0x1d2a80,0x1d2acc
114,0,2,0x1d2a82,0x1d2af6
114,0,3,0x1d2a84,0x1d2b66
114,0,4,0x1d2a86,0x1d2bf8
114,0,5,0x1d2a88,0x1d2c6e
114,0,6,0x1d2a8a,0x1d2ca2
114,0,7,0x1d2a8c,0x1d2ce6
114,1,0,0x1d2d2e,0x1d2d4a
114,1,1,0x1d2d30,0x1d2dea
114,1,2,0x1d2d32,0x1d2ea0
114,1,3,0x1d2d34,0x1d2ef4
114,1,4,0x1d2d36,0x1d2f36
114,1,5,0x1d2d38,0x1d2f74
114,1,6,0x1d2d3a,0x1d2f9a
114,1,7,0x1d2d3c,0x1d305c
114,1,8,0x1d2d3e,0x1d30f6
114,1,9,0x1d2d40,0x1d3192
114,1,10,0x1d2d42,0x1d31dc
114,1,11,0x1d2d44,0x1d3210
114,1,12,0x1d2d46,0x1d3262
114,1,13,0x1d2d48,0x1d3280
115,0,0,0x1d2a7e,0x1d2a8e
115,0,1,0x1d2a80,0x1d2acc
115,0,2,0x1d2a82,0x1d2af6
115,0,3,0x1d2a84,0x1d2b66
115,0,4,0x1d2a86,0x1d2bf8
115,0,5,0x1d2a88,0x1d2c6e
115,0,6,0x1d2a8a,0x1d2ca2
115,0,7,0x1d2a8c,0x1d2ce6
115,1,0,0x1d2d2e,0x1d2d4a
115,1,1,0x1d2d30,0x1d2dea
115,1,2,0x1d2d32,0x1d2ea0
115,1,3,0x1d2d34,0x1d2ef4
115,1,4,0x1d2d36,0x1d2f36
115,1,5,0x1d2d38,0x1d2f74
115,1,6,0x1d2d3a,0x1d2f9a
115,1,7,0x1d2d3c,0x1d305c
115,1,8,0x1d2d3e,0x1d30f6
115,1,9,0x1d2d40,0x1d3192
115,1,10,0x1d2d42,0x1d31dc
115,1,11,0x1d2d44,0x1d3210
115,1,12,0x1d2d46,0x1d3262
115,1,13,0x1d2d48,0x1d3280
116,0,0,0x1d2a7e,0x1d2a8e
116,0,1,0x1d2a80,0x1d2acc
116,0,2,0x1d2a82,0x1d2af6
116,0,3,0x1d2a84,0x1d2b66
116,0,4,0x1d2a86,0x1d2bf8
116,0,5,0x1d2a88,0x1d2c6e
116,0,6,0x1d2a8a,0x1d2ca2
116,0,7,0x1d2a8c,0x1d2ce6
116,1,0,0x1d2d2e,0x1d2d4a
116,1,1,0x1d2d30,0x1d2dea
116,1,2,0x1d2d32,0x1d2ea0
116,1,3,0x1d2d34,0x1d2ef4
116,1,4,0x1d2d36,0x1d2f36
116,1,5,0x1d2d38,0x1d2f74
116,1,6,0x1d2d3a,0x1d2f9a
116,1,7,0x1d2d3c,0x1d305c
116,1,8,0x1d2d3e,0x1d30f6
116,1,9,0x1d2d40,0x1d3192
116,1,10,0x1d2d42,0x1d31dc
116,1,11,0x1d2d44,0x1d3210
116,1,12,0x1d2d46,0x1d3262
116,1,13,0x1d2d48,0x1d3280
117,0,0,0x1d2a7e,0x1d2a8e
117,0,1,0x1d2a80,0x1d2acc
117,0,2,0x1d2a82,0x1d2af6
117,0,3,0x1d2a84,0x1d2b66
117,0,4,0x1d2a86,0x1d2bf8
117,0,5,0x1d2a88,0x1d2c6e
117,0,6,0x1d2a8a,0x1d2ca2
117,0,7,0x1d2a8c,0x1d2ce6
117,1,0,0x1d2d2e,0x1d2d4a
117,1,1,0x1d2d30,0x1d2dea
117,1,2,0x1d2d32,0x1d2ea0
117,1,3,0x1d2d34,0x1d2ef4
117,1,4,0x1d2d36,0x1d2f36
117,1,5,0x1d2d38,0x1d2f74
117,1,6,0x1d2d3a,0x1d2f9a
117,1,7,0x1d2d3c,0x1d305c
117,1,8,0x1d2d3e,0x1d30f6
117,1,9,0x1d2d40,0x1d3192
117,1,10,0x1d2d42,0x1d31dc
117,1,11,0x1d2d44,0x1d3210
117,1,12,0x1d2d46,0x1d3262
117,1,13,0x1d2d48,0x1d3280
118,0,0,0x1d3390,0x1d3396
118,0,1,0x1d3392,0x1d33c0
118,0,2,0x1d3394,0x1d33d6
119,0,0,0x1d3390,0x1d3396
119,0,1,0x1d3392,0x1d33c0
119,0,2,0x1d3394,0x1d33d6
120,0,0,0x1d3390,0x1d3396
120,0,1,0x1d3392,0x1d33c0
120,0,2,0x1d3394,0x1d33d6
121,0,0,0x1d3390,0x1d3396
121,0,1,0x1d3392,0x1d33c0
121,0,2,0x1d3394,0x1d33d6
122,0,0,0x1d33fc,0x1d33fe
122,1,0,0x1d343c,0x1d343e
123,0,0,0x1d3498,0x1d34a2
123,0,1,0x1d349a,0x1d3520
123,0,2,0x1d349c,0x1d35ba
123,0,3,0x1d349e,0x1d360a
123,0,4,0x1d34a0,0x1d366c
123,1,0,0x1d36d4,0x1d36d6
124,0,0,0x1d36f4,0x1d36f6
125,0,0,0x1d37e2,0x1d37e4
